timestamp,camera_id,track_id,win_idx,frame_rel_idx,keypoints_json,pose_score
2025-12-20T12:18:03.690166,cam_2,2,0,0,"{""kps"": []}",0.000
2025-12-20T12:18:03.690166,cam_2,2,0,1,"{""kps"": []}",0.000
2025-12-20T12:18:03.690166,cam_2,2,0,2,"{""kps"": []}",0.000
2025-12-20T12:18:03.690166,cam_2,2,0,3,"{""kps"": []}",0.000
2025-12-20T12:18:03.690166,cam_2,2,0,4,"{""kps"": []}",0.000
2025-12-20T12:18:03.690166,cam_2,2,0,5,"{""kps"": []}",0.000
2025-12-20T12:18:03.690166,cam_2,2,0,6,"{""kps"": []}",0.000
2025-12-20T12:18:03.690166,cam_2,2,0,7,"{""kps"": []}",0.000
2025-12-20T12:18:03.690166,cam_2,2,0,8,"{""kps"": []}",0.000
2025-12-20T12:18:03.690166,cam_2,2,0,9,"{""kps"": []}",0.000
2025-12-20T12:18:03.690166,cam_2,2,0,10,"{""kps"": []}",0.000
2025-12-20T12:18:03.690166,cam_2,2,0,11,"{""kps"": []}",0.000
2025-12-20T12:18:03.690166,cam_2,2,0,12,"{""kps"": [[138.39495849609375, 20.34450912475586, 0.07038810849189758], [133.62286376953125, 13.376914024353027, 0.003558421740308404], [138.87753295898438, 15.382413864135742, 0.09592640399932861], [98.5781478881836, 10.996118545532227, 0.09205027669668198], [127.6037826538086, 19.753555297851562, 0.940069854259491], [59.548126220703125, 37.2415657043457, 0.9521502256393433], [127.81067657470703, 50.97195816040039, 0.9915229082107544], [29.64950180053711, 71.2803955078125, 0.802980899810791], [182.47647094726562, 86.57537841796875, 0.9734322428703308], [18.80678367614746, 90.74700164794922, 0.6333578824996948], [211.32821655273438, 99.77210235595703, 0.8803938031196594], [40.662269592285156, 116.5645523071289, 0.9688675403594971], [75.23729705810547, 122.46395874023438, 0.9834507703781128], [90.20924377441406, 169.43112182617188, 0.7238779067993164], [92.19766998291016, 176.41969299316406, 0.8302233219146729], [106.85649108886719, 197.9954376220703, 0.21498127281665802], [75.5102310180664, 206.75209045410156, 0.2609623074531555]]}",0.613
2025-12-20T12:18:03.690166,cam_2,2,0,13,"{""kps"": [[125.92935943603516, 24.85711669921875, 0.010368024930357933], [121.70747375488281, 17.797489166259766, 0.0010057493345811963], [128.46139526367188, 19.44900894165039, 0.008912221528589725], [90.70181274414062, 15.740372657775879, 0.24700365960597992], [127.7884292602539, 23.509769439697266, 0.8405344486236572], [56.37567901611328, 40.77504348754883, 0.9552462697029114], [131.3939666748047, 53.045169830322266, 0.9929742813110352], [26.321409225463867, 78.62173461914062, 0.841116189956665], [184.49473571777344, 90.2651596069336, 0.9801158905029297], [20.30348777770996, 104.88151550292969, 0.6496549248695374], [217.34742736816406, 107.37081909179688, 0.8838868141174316], [44.52204895019531, 117.90969848632812, 0.9819617867469788], [85.2429428100586, 123.53678131103516, 0.9912665486335754], [90.35823822021484, 176.35350036621094, 0.7573051452636719], [103.54978942871094, 183.0101318359375, 0.8666512966156006], [107.11966705322266, 207.81675720214844, 0.20382755994796753], [94.21717071533203, 215.3981170654297, 0.2794126570224762]]}",0.617
2025-12-20T12:18:03.690166,cam_2,2,0,14,"{""kps"": [[135.72506713867188, 22.051530838012695, 0.017503250390291214], [129.5063018798828, 14.866901397705078, 0.00111654051579535], [138.09278869628906, 16.84062385559082, 0.014805002138018608], [92.71196746826172, 11.216163635253906, 0.07516296207904816], [129.7078857421875, 19.478761672973633, 0.7841253876686096], [55.35293960571289, 39.542198181152344, 0.9248529672622681], [134.26101684570312, 52.058345794677734, 0.9734102487564087], [18.61751365661621, 72.1528549194336, 0.8369295597076416], [188.0364227294922, 84.04254150390625, 0.9499843716621399], [9.0410737991333, 100.23726654052734, 0.6867166757583618], [212.64747619628906, 103.200927734375, 0.8416574597358704], [51.56767272949219, 120.82115173339844, 0.9572377800941467], [94.51270294189453, 126.41547393798828, 0.9713895320892334], [93.05235290527344, 197.61143493652344, 0.47639861702919006], [112.35516357421875, 203.73281860351562, 0.58304363489151], [106.48961639404297, 217.03396606445312, 0.05062418058514595], [99.7679672241211, 224.0, 0.058789242058992386]]}",0.541
2025-12-20T12:18:03.690166,cam_2,2,0,15,"{""kps"": [[115.6165771484375, 24.845447540283203, 0.0259780902415514], [110.8167495727539, 17.641630172729492, 0.003267202526330948], [117.80729675292969, 19.432519912719727, 0.014187530614435673], [81.86663818359375, 14.937790870666504, 0.33661317825317383], [118.06453704833984, 22.310976028442383, 0.7527934908866882], [47.64925003051758, 44.119258880615234, 0.9582869410514832], [132.6389617919922, 55.180660247802734, 0.987810492515564], [5.543557643890381, 73.09014892578125, 0.8587209582328796], [185.70541381835938, 88.63241577148438, 0.9660782217979431], [0.9249743819236755, 98.095947265625, 0.6725870370864868], [215.16600036621094, 112.63533020019531, 0.8515928983688354], [45.028202056884766, 130.16073608398438, 0.9646340012550354], [93.22152709960938, 134.2601318359375, 0.9800026416778564], [70.84326171875, 196.74234008789062, 0.4784887433052063], [104.59664916992188, 201.59649658203125, 0.6331878304481506], [72.7285385131836, 210.89015197753906, 0.05710510164499283], [85.16378784179688, 219.4197998046875, 0.08019551634788513]]}",0.566
2025-12-20T12:18:03.690166,cam_2,2,0,16,"{""kps"": [[109.15937805175781, 22.90113067626953, 0.15057428181171417], [110.15499877929688, 15.886317253112793, 0.02240995317697525], [104.20491790771484, 17.27561378479004, 0.06988097727298737], [106.43832397460938, 16.497478485107422, 0.04299353063106537], [90.0379867553711, 18.425580978393555, 0.48858535289764404], [131.21682739257812, 54.58260726928711, 0.9824088215827942], [52.92676544189453, 51.45355224609375, 0.9133617281913757], [175.2835693359375, 81.31025695800781, 0.9535204768180847], [2.5577352046966553, 78.27998352050781, 0.7456711530685425], [212.6398468017578, 116.87138366699219, 0.8939650058746338], [2.292942762374878, 111.18647766113281, 0.702721893787384], [100.94700622558594, 121.93232727050781, 0.9831854701042175], [62.536312103271484, 122.7199935913086, 0.963089108467102], [76.1639175415039, 190.25840759277344, 0.7457028031349182], [99.69576263427734, 196.93588256835938, 0.5818318128585815], [31.74584197998047, 184.80018615722656, 0.13995958864688873], [117.4862289428711, 200.8787841796875, 0.07758575677871704]]}",0.556
2025-12-20T12:18:03.690166,cam_2,2,0,17,"{""kps"": [[124.07925415039062, 19.59858512878418, 0.01241561584174633], [118.70820617675781, 11.49047565460205, 0.001420473330654204], [125.09221649169922, 13.409371376037598, 0.009438478387892246], [83.75633239746094, 8.783684730529785, 0.40655505657196045], [120.32003784179688, 17.59954071044922, 0.8983048796653748], [52.915794372558594, 41.083072662353516, 0.9823535680770874], [128.65396118164062, 56.018272399902344, 0.9949395656585693], [13.506816864013672, 79.82095336914062, 0.89417564868927], [178.21505737304688, 94.72369384765625, 0.9728224277496338], [13.017232894897461, 116.43626403808594, 0.6265798211097717], [209.58042907714844, 116.19183349609375, 0.8123902082443237], [56.78203582763672, 128.4790802001953, 0.983181893825531], [95.64015197753906, 135.64918518066406, 0.9890519976615906], [91.75048828125, 186.73426818847656, 0.5929924845695496], [90.34452819824219, 197.5952606201172, 0.6841378211975098], [106.669921875, 192.59835815429688, 0.08755949139595032], [69.0744857788086, 206.23583984375, 0.10172365605831146]]}",0.591
2025-12-20T12:18:03.690166,cam_2,2,0,18,"{""kps"": [[120.0357666015625, 25.34845542907715, 0.015186803415417671], [115.31592559814453, 17.942291259765625, 0.001682163099758327], [120.86262512207031, 19.531400680541992, 0.012293083593249321], [81.75724792480469, 15.280902862548828, 0.3324781358242035], [116.3809585571289, 22.820947647094727, 0.8887593746185303], [50.59176254272461, 42.84419631958008, 0.9730701446533203], [127.52970886230469, 55.29056930541992, 0.9928463101387024], [14.952817916870117, 72.21984100341797, 0.8585142493247986], [174.3160400390625, 88.6331558227539, 0.9675803184509277], [18.65216827392578, 96.78097534179688, 0.5879916548728943], [199.55654907226562, 113.64551544189453, 0.8030365109443665], [55.160301208496094, 129.06361389160156, 0.9749094247817993], [97.18790435791016, 134.5125274658203, 0.9850152730941772], [78.10033416748047, 190.2208709716797, 0.524700403213501], [92.24833679199219, 197.13185119628906, 0.6403025388717651], [88.90352630615234, 195.6447296142578, 0.07301691174507141], [74.31336212158203, 206.615478515625, 0.08947373181581497]]}",0.572
